Sr. No.,Value date,Transaction Date,Cheque Number,Transacting Remarks,Withdrawal Amount,Deposit Amount,Balance
320,2020-06-29,2020-06-29 03:10,,Investment - Crypto,3308.21,0.00,315228.41
321,2020-06-29,2020-06-29 14:46,,Fuel,54.27,0.00,315174.14
322,2020-06-30,2020-06-30 23:23,,Groceries - Supermarket,197.77,0.00,314976.37
323,2020-06-30,2020-06-30 06:49,,Groceries - Supermarket,118.36,0.00,314858.01
324,2020-07-03,2020-07-03 01:14,,Utilities - Water,33.75,0.00,314824.26
325,2020-07-03,2020-07-03 11:25,,Coffee Shop,10.92,0.00,314813.34
326,2020-07-04,2020-07-04 00:16,,Salary - Regular,0.00,4423.46,319236.80
327,2020-07-05,2020-07-05 14:53,,Public Transport,3.36,0.00,319233.44
328,2020-07-06,2020-07-06 20:13,,Dining - Casual Restaurant,138.32,0.00,319095.12
329,2020-07-06,2020-07-06 22:50,,Utilities - Electricity,194.93,0.00,318900.19
330,2020-07-07,2020-07-07 17:44,,Coffee Shop,11.35,0.00,318888.84
331,2020-07-09,2020-07-09 05:01,,Salary - Regular,0.00,2927.96,321816.80
332,2020-07-10,2020-07-10 18:24,,Groceries - Supermarket,269.21,0.00,321547.59
333,2020-07-10,2020-07-10 11:53,,Public Transport,0.93,0.00,321546.66
334,2020-07-11,2020-07-11 22:34,,Fuel,91.82,0.00,321454.84
335,2020-07-13,2020-07-13 23:57,,Utilities - Electricity,230.02,0.00,321224.82
336,2020-07-13,2020-07-13 19:19,,Investment - Crypto,6539.83,0.00,314684.99
337,2020-07-14,2020-07-14 12:38,,Groceries - Supermarket,297.01,0.00,314387.98
338,2020-07-15,2020-07-15 07:40,,Groceries - Supermarket,302.09,0.00,314085.89
339,2020-07-15,2020-07-15 19:27,,Groceries - Supermarket,320.61,0.00,313765.28
340,2020-07-15,2020-07-15 18:04,,Loan EMI,2797.38,0.00,310967.90
341,2020-07-18,2020-07-18 20:27,,Salary - Regular,0.00,6255.76,317223.66
342,2020-07-19,2020-07-19 21:44,,Salary - Regular,0.00,4960.15,322183.81
343,2020-07-19,2020-07-19 14:12,,Utilities - Water,205.37,0.00,321978.44
344,2020-07-20,2020-07-20 15:37,,Dividends,0.00,757.89,322736.33
345,2020-07-20,2020-07-20 10:37,,Groceries - Online Delivery,108.14,0.00,322628.19
346,2020-07-20,2020-07-20 10:12,,Utilities - Water,37.54,0.00,322590.65
347,2020-07-20,2020-07-20 05:16,,Dining - Casual Restaurant,117.07,0.00,322473.58
348,2020-07-21,2020-07-21 06:37,,Dividends,0.00,143.37,322616.95
349,2020-07-21,2020-07-21 07:58,,Rental Income,0.00,1636.15,324253.10
350,2020-07-21,2020-07-21 07:40,,Dining - Fine Dining,960.65,0.00,323292.45
351,2020-07-22,2020-07-22 23:31,,Salary - Regular,0.00,4585.14,327877.59
352,2020-07-23,2020-07-23 09:47,,Rental Income,0.00,2458.12,330335.71
353,2020-07-23,2020-07-23 11:10,,Loan EMI,770.20,0.00,329565.51
354,2020-07-24,2020-07-24 16:22,,Salary - Regular,0.00,4725.39,334290.90
355,2020-07-25,2020-07-25 01:51,,Loan EMI,2073.92,0.00,332216.98
356,2020-07-26,2020-07-26 18:18,,Salary - Regular,0.00,3206.12,335423.10
357,2020-07-27,2020-07-27 17:25,,Utilities - Electricity,272.99,0.00,335150.11
358,2020-07-27,2020-07-27 12:55,,Groceries - Supermarket,284.66,0.00,334865.45
359,2020-07-28,2020-07-28 04:46,,Salary - Regular,0.00,2866.86,337732.31
360,2020-07-28,2020-07-28 22:50,,Investment - Crypto,383.05,0.00,337349.26
361,2020-07-29,2020-07-29 11:52,,Fuel,28.26,0.00,337321.00
362,2020-07-29,2020-07-29 22:29,,Fuel,63.07,0.00,337257.93
363,2020-07-29,2020-07-29 13:04,,Entertainment - Concerts,234.19,0.00,337023.74
364,2020-07-30,2020-07-30 03:37,,Utilities - Water,40.57,0.00,336983.17
365,2020-07-30,2020-07-30 06:24,,Salary - Regular,0.00,5820.91,342804.08
366,2020-07-30,2020-07-30 09:27,,Dining - Casual Restaurant,115.14,0.00,342688.94
367,2020-07-31,2020-07-31 03:14,,Freelance Income,0.00,515.85,343204.79
368,2020-08-01,2020-08-01 05:49,,Freelance Income,0.00,820.15,344024.94
369,2020-08-02,2020-08-02 02:31,,Investment - Stocks,10860.32,0.00,333164.62
370,2020-08-03,2020-08-03 12:12,,Dining - Casual Restaurant,255.29,0.00,332909.33
371,2020-08-03,2020-08-03 06:01,,Dining - Casual Restaurant,122.71,0.00,332786.62
372,2020-08-03,2020-08-03 01:52,,Groceries - Online Delivery,110.76,0.00,332675.86
373,2020-08-04,2020-08-04 10:48,,Fuel,81.29,0.00,332594.57
374,2020-08-05,2020-08-05 08:25,,Fuel,79.13,0.00,332515.44
375,2020-08-05,2020-08-05 04:46,,Dividends,0.00,1240.21,333755.65
376,2020-08-06,2020-08-06 08:07,,Loan EMI,847.18,0.00,332908.47
377,2020-08-07,2020-08-07 19:28,,Fuel,45.81,0.00,332862.66
378,2020-08-08,2020-08-08 22:32,,Salary - Regular,0.00,4035.13,336897.79
379,2020-08-09,2020-08-09 08:04,,Coffee Shop,31.78,0.00,336866.01
380,2020-08-09,2020-08-09 02:54,,Freelance Income,0.00,3095.84,339961.85
381,2020-08-10,2020-08-10 19:12,,Salary - Regular,0.00,4303.48,344265.33
382,2020-08-11,2020-08-11 13:17,,Salary - Regular,0.00,4749.19,349014.52
383,2020-08-13,2020-08-13 19:18,,Dining - Fine Dining,784.05,0.00,348230.47
384,2020-08-14,2020-08-14 20:14,,Utilities - Water,205.92,0.00,348024.55
385,2020-08-14,2020-08-14 11:45,,Investment Returns - Stocks,0.00,6360.81,354385.36
386,2020-08-14,2020-08-14 02:13,,Salary - Regular,0.00,3685.45,358070.81
387,2020-08-16,2020-08-16 17:11,,Coffee Shop,11.39,0.00,358059.42
388,2020-08-17,2020-08-17 17:01,,Groceries - Online Delivery,109.05,0.00,357950.37
389,2020-08-18,2020-08-18 03:11,,Coffee Shop,24.54,0.00,357925.83
390,2020-08-19,2020-08-19 07:52,,Groceries - Supermarket,199.11,0.00,357726.72
391,2020-08-20,2020-08-20 15:54,,Healthcare - Emergency,4953.65,0.00,352773.07
392,2020-08-20,2020-08-20 08:54,,Fuel,77.83,0.00,352695.24
393,2020-08-21,2020-08-21 11:50,,Groceries - Online Delivery,98.66,0.00,352596.58
394,2020-08-22,2020-08-22 18:18,,Loan EMI,1883.17,0.00,350713.41
395,2020-08-22,2020-08-22 07:44,,Entertainment - Movies,35.34,0.00,350678.07
396,2020-08-22,2020-08-22 12:54,,Coffee Shop,13.84,0.00,350664.23
397,2020-08-23,2020-08-23 03:21,,Cashback,0.00,280.73,350944.96
398,2020-08-23,2020-08-23 12:14,,Rental Income,0.00,3629.52,354574.48
399,2020-08-23,2020-08-23 18:06,,Groceries - Online Delivery,206.79,0.00,354367.69
400,2020-08-24,2020-08-24 00:39,,Salary - Regular,0.00,4439.02,358806.71
401,2020-08-24,2020-08-24 02:43,,Groceries - Supermarket,87.49,0.00,358719.22
402,2020-08-24,2020-08-24 15:35,,Dining - Casual Restaurant,122.30,0.00,358596.92
403,2020-08-25,2020-08-25 16:07,,Investment Returns - Stocks,0.00,4158.24,362755.16
404,2020-08-25,2020-08-25 21:29,,Groceries - Supermarket,336.86,0.00,362418.30
405,2020-08-25,2020-08-25 12:42,,Groceries - Online Delivery,128.83,0.00,362289.47
406,2020-08-25,2020-08-25 11:46,,Rental Income,0.00,3851.69,366141.16
407,2020-08-26,2020-08-26 12:14,,Fuel,84.60,0.00,366056.56
408,2020-08-27,2020-08-27 22:10,,Entertainment - Concerts,463.29,0.00,365593.27
409,2020-08-28,2020-08-28 15:19,,Groceries - Supermarket,412.01,0.00,365181.26
410,2020-08-29,2020-08-29 14:46,,Loan EMI,2200.94,0.00,362980.32
411,2020-08-30,2020-08-30 22:58,,Groceries - Supermarket,507.73,0.00,362472.59
412,2020-08-30,2020-08-30 20:29,,Groceries - Supermarket,126.61,0.00,362345.98
413,2020-08-31,2020-08-31 00:44,,Fuel,84.60,0.00,362261.38
414,2020-08-31,2020-08-31 10:18,,Public Transport,19.25,0.00,362242.13
415,2020-09-01,2020-09-01 11:46,,Coffee Shop,11.82,0.00,362230.31
416,2020-09-01,2020-09-01 00:55,,Salary - Regular,0.00,2958.42,365188.73
417,2020-09-03,2020-09-03 18:29,,Groceries - Supermarket,248.15,0.00,364940.58
418,2020-09-04,2020-09-04 16:44,,Dining - Casual Restaurant,121.38,0.00,364819.20
419,2020-09-05,2020-09-05 11:29,,Loan EMI,4221.02,0.00,360598.18
420,2020-09-06,2020-09-06 17:26,,Salary - Regular,0.00,7530.50,368128.68
421,2020-09-06,2020-09-06 14:42,,Dining - Fine Dining,564.73,0.00,367563.95
422,2020-09-07,2020-09-07 11:53,,Salary - Bonus,0.00,24428.87,391992.82
423,2020-09-07,2020-09-07 08:40,,Healthcare - Emergency,3029.23,0.00,388963.59
424,2020-09-07,2020-09-07 18:47,,Groceries - Online Delivery,163.39,0.00,388800.20
425,2020-09-08,2020-09-08 12:16,,Dining - Casual Restaurant,83.29,0.00,388716.91
426,2020-09-09,2020-09-09 12:33,,Utilities - Electricity,136.91,0.00,388580.00
427,2020-09-09,2020-09-09 01:00,,Public Transport,1.25,0.00,388578.75
428,2020-09-10,2020-09-10 09:34,,Coffee Shop,6.24,0.00,388572.51
429,2020-09-10,2020-09-10 08:45,,Utilities - Water,143.12,0.00,388429.39
430,2020-09-11,2020-09-11 10:51,,Fuel,25.43,0.00,388403.96
431,2020-09-11,2020-09-11 06:22,,Entertainment - Concerts,303.11,0.00,388100.85
432,2020-09-12,2020-09-12 18:14,,Utilities - Electricity,185.53,0.00,387915.32
433,2020-09-12,2020-09-12 05:43,,Healthcare - Regular,161.68,0.00,387753.64
434,2020-09-13,2020-09-13 12:30,,Fuel,83.21,0.00,387670.43
435,2020-09-13,2020-09-13 06:59,,Investment Returns - Stocks,0.00,4076.65,391747.08
436,2020-09-13,2020-09-13 19:12,,Healthcare - Regular,201.02,0.00,391546.06
437,2020-09-15,2020-09-15 19:18,,Freelance Income,0.00,1998.18,393544.24
438,2020-09-16,2020-09-16 10:38,,Utilities - Electricity,158.27,0.00,393385.97
439,2020-09-16,2020-09-16 08:46,,Freelance Income,0.00,773.43,394159.40
440,2020-09-16,2020-09-16 11:07,,Groceries - Online Delivery,146.52,0.00,394012.88
441,2020-09-17,2020-09-17 21:30,,Investment - Crypto,2650.97,0.00,391361.91
442,2020-09-17,2020-09-17 01:11,,Groceries - Supermarket,245.03,0.00,391116.88
443,2020-09-18,2020-09-18 01:12,,Entertainment - Movies,27.92,0.00,391088.96
444,2020-09-19,2020-09-19 18:01,,Salary - Regular,0.00,6212.34,397301.30
445,2020-09-19,2020-09-19 08:30,,Utilities - Electricity,232.78,0.00,397068.52
446,2020-09-19,2020-09-19 01:01,,Salary - Regular,0.00,5922.03,402990.55
447,2020-09-19,2020-09-19 08:30,,Salary - Regular,0.00,3328.22,406318.77
448,2020-09-20,2020-09-20 21:52,,Groceries - Supermarket,227.07,0.00,406091.70
449,2020-09-21,2020-09-21 00:05,,Dining - Casual Restaurant,84.31,0.00,406007.39
450,2020-09-22,2020-09-22 08:50,,Coffee Shop,6.00,0.00,406001.39
451,2020-09-22,2020-09-22 16:55,,Freelance Income,0.00,1175.00,407176.39
452,2020-09-22,2020-09-22 20:02,,Salary - Regular,0.00,3092.89,410269.28
453,2020-09-22,2020-09-22 16:08,,Fuel,73.18,0.00,410196.10
454,2020-09-23,2020-09-23 15:24,,Groceries - Supermarket,147.77,0.00,410048.33
455,2020-09-25,2020-09-25 05:33,,Dining - Casual Restaurant,63.89,0.00,409984.44
456,2020-09-25,2020-09-25 12:38,,Dividends,0.00,361.28,410345.72
457,2020-09-26,2020-09-26 02:36,,Salary - Regular,0.00,6420.01,416765.73
458,2020-09-27,2020-09-27 02:33,,Coffee Shop,29.85,0.00,416735.88
459,2020-09-28,2020-09-28 07:11,,Dining - Fine Dining,884.27,0.00,415851.61
460,2020-09-28,2020-09-28 14:58,,Dining - Fine Dining,781.02,0.00,415070.59
461,2020-09-29,2020-09-29 18:29,,Salary - Regular,0.00,4700.59,419771.18
462,2020-09-29,2020-09-29 00:17,,Investment Returns - Stocks,0.00,3816.15,423587.33
463,2020-09-30,2020-09-30 11:45,,Entertainment - Movies,83.20,0.00,423504.13
464,2020-09-30,2020-09-30 08:19,,Salary - Regular,0.00,7671.25,431175.38
465,2020-09-30,2020-09-30 14:23,,Groceries - Supermarket,194.97,0.00,430980.41
466,2020-10-01,2020-10-01 13:09,,Healthcare - Emergency,2427.64,0.00,428552.77
467,2020-10-01,2020-10-01 23:58,,Investment - Stocks,11113.35,0.00,417439.42
468,2020-10-02,2020-10-02 13:19,,Groceries - Supermarket,438.97,0.00,417000.45
469,2020-10-02,2020-10-02 14:16,,Salary - Bonus,0.00,8277.88,425278.33
470,2020-10-03,2020-10-03 08:45,,Loan EMI,4572.20,0.00,420706.13
471,2020-10-03,2020-10-03 03:24,,Salary - Regular,0.00,6001.44,426707.57
472,2020-10-04,2020-10-04 19:25,,Groceries - Supermarket,90.68,0.00,426616.89
473,2020-10-04,2020-10-04 17:12,,Dining - Casual Restaurant,241.47,0.00,426375.42
474,2020-10-04,2020-10-04 10:38,,Healthcare - Regular,336.25,0.00,426039.17
475,2020-10-04,2020-10-04 00:42,,Salary - Regular,0.00,3398.73,429437.90
476,2020-10-05,2020-10-05 09:13,,Entertainment - Concerts,487.67,0.00,428950.23
477,2020-10-05,2020-10-05 16:08,,Public Transport,8.84,0.00,428941.39
478,2020-10-06,2020-10-06 04:51,,Entertainment - Concerts,511.95,0.00,428429.44
479,2020-10-07,2020-10-07 23:08,,Fuel,53.38,0.00,428376.06
480,2020-10-07,2020-10-07 07:21,,Salary - Regular,0.00,3231.05,431607.11
481,2020-10-07,2020-10-07 12:04,,Public Transport,13.61,0.00,431593.50
482,2020-10-07,2020-10-07 22:31,,Freelance Income,0.00,3586.31,435179.81
483,2020-10-08,2020-10-08 12:40,,Loan EMI,1894.06,0.00,433285.75
484,2020-10-09,2020-10-09 22:17,,Groceries - Supermarket,313.60,0.00,432972.15
485,2020-10-10,2020-10-10 18:48,,Dining - Fine Dining,577.61,0.00,432394.54
486,2020-10-10,2020-10-10 14:19,,Salary - Regular,0.00,3333.40,435727.94
487,2020-10-10,2020-10-10 09:46,,Coffee Shop,35.16,0.00,435692.78
488,2020-10-11,2020-10-11 05:16,,Freelance Income,0.00,804.42,436497.20
489,2020-10-12,2020-10-12 09:48,,Salary - Regular,0.00,4661.43,441158.63
490,2020-10-12,2020-10-12 17:42,,Healthcare - Emergency,3172.70,0.00,437985.93
491,2020-10-12,2020-10-12 07:05,,Entertainment - Movies,28.81,0.00,437957.12
492,2020-10-14,2020-10-14 10:47,,Rental Income,0.00,2111.36,440068.48
493,2020-10-14,2020-10-14 05:54,,Groceries - Supermarket,108.88,0.00,439959.60
494,2020-10-15,2020-10-15 00:49,,Fuel,93.08,0.00,439866.52
495,2020-10-15,2020-10-15 09:15,,Rental Income,0.00,3119.05,442985.57
496,2020-10-16,2020-10-16 01:34,,Dining - Fine Dining,859.99,0.00,442125.58
497,2020-10-17,2020-10-17 14:37,,Healthcare - Regular,80.70,0.00,442044.88
498,2020-10-19,2020-10-19 10:08,,Entertainment - Concerts,215.61,0.00,441829.27
499,2020-10-19,2020-10-19 09:44,,Investment Returns - Stocks,0.00,954.72,442783.99
500,2020-10-19,2020-10-19 12:57,,Entertainment - Movies,84.48,0.00,442699.51
501,2020-10-19,2020-10-19 03:06,,Loan EMI,2227.21,0.00,440472.30
502,2020-10-21,2020-10-21 14:27,,Entertainment - Concerts,279.90,0.00,440192.40
503,2020-10-21,2020-10-21 11:49,,Groceries - Supermarket,291.90,0.00,439900.50
504,2020-10-21,2020-10-21 00:49,,Healthcare - Emergency,531.74,0.00,439368.76
505,2020-10-22,2020-10-22 10:04,,Groceries - Supermarket,206.11,0.00,439162.65
506,2020-10-22,2020-10-22 16:25,,Entertainment - Concerts,294.49,0.00,438868.16
507,2020-10-22,2020-10-22 19:43,,Cashback,0.00,74.35,438942.51
508,2020-10-23,2020-10-23 14:59,,Freelance Income,0.00,2964.78,441907.29
509,2020-10-23,2020-10-23 11:46,,Entertainment - Concerts,684.57,0.00,441222.72
510,2020-10-24,2020-10-24 01:12,,Coffee Shop,11.35,0.00,441211.37
511,2020-10-24,2020-10-24 22:12,,Dining - Casual Restaurant,67.37,0.00,441144.00
512,2020-10-25,2020-10-25 12:47,,Entertainment - Movies,91.18,0.00,441052.82
513,2020-10-26,2020-10-26 22:12,,Salary - Bonus,0.00,4253.41,445306.23
514,2020-10-27,2020-10-27 20:19,,Groceries - Supermarket,401.07,0.00,444905.16
515,2020-10-27,2020-10-27 02:50,,Investment Returns - Stocks,0.00,10489.05,455394.21
516,2020-10-27,2020-10-27 07:23,,Public Transport,6.59,0.00,455387.62
517,2020-10-28,2020-10-28 13:25,,Dividends,0.00,816.73,456204.35
518,2020-10-28,2020-10-28 13:48,,Fuel,108.77,0.00,456095.58
519,2020-10-29,2020-10-29 01:06,,Entertainment - Concerts,326.31,0.00,455769.27
520,2020-10-30,2020-10-30 18:00,,Fuel,72.84,0.00,455696.43
521,2020-10-30,2020-10-30 12:25,,Salary - Regular,0.00,6852.31,462548.74
522,2020-10-30,2020-10-30 15:37,,Investment Returns - Stocks,0.00,11052.01,473600.75
523,2020-10-31,2020-10-31 07:02,,Freelance Income,0.00,4870.21,478470.96
524,2020-10-31,2020-10-31 14:33,,Investment Returns - Stocks,0.00,8379.40,486850.36
525,2020-11-01,2020-11-01 15:17,,Fuel,140.70,0.00,486709.66
526,2020-11-01,2020-11-01 13:41,,Healthcare - Emergency,6060.58,0.00,480649.08
527,2020-11-01,2020-11-01 23:35,,Healthcare - Regular,166.73,0.00,480482.35
528,2020-11-02,2020-11-02 03:55,,Groceries - Supermarket,106.02,0.00,480376.33
529,2020-11-02,2020-11-02 03:36,,Groceries - Online Delivery,215.53,0.00,480160.80
530,2020-11-03,2020-11-03 13:32,,Coffee Shop,26.48,0.00,480134.32
531,2020-11-04,2020-11-04 16:36,,Loan EMI,1564.94,0.00,478569.38
532,2020-11-04,2020-11-04 23:01,,Loan EMI,2387.91,0.00,476181.47
533,2020-11-05,2020-11-05 13:15,,Public Transport,10.71,0.00,476170.76
534,2020-11-06,2020-11-06 21:19,,Loan EMI,3218.04,0.00,472952.72
535,2020-11-06,2020-11-06 19:37,,Healthcare - Regular,163.82,0.00,472788.90
536,2020-11-06,2020-11-06 05:30,,Loan EMI,3128.42,0.00,469660.48
537,2020-11-07,2020-11-07 14:25,,Healthcare - Regular,166.17,0.00,469494.31
538,2020-11-07,2020-11-07 00:05,,Investment Returns - Crypto,0.00,5567.25,475061.56
539,2020-11-07,2020-11-07 19:35,,Salary - Regular,0.00,4033.57,479095.13
540,2020-11-08,2020-11-08 14:11,,Public Transport,7.96,0.00,479087.17
541,2020-11-09,2020-11-09 14:43,,Entertainment - Movies,67.76,0.00,479019.41
542,2020-11-10,2020-11-10 01:09,,Groceries - Online Delivery,159.32,0.00,478860.09
543,2020-11-10,2020-11-10 18:00,,Fuel,84.29,0.00,478775.80
544,2020-11-11,2020-11-11 11:56,,Fuel,85.51,0.00,478690.29
545,2020-11-12,2020-11-12 22:12,,Loan EMI,3338.51,0.00,475351.78
546,2020-11-14,2020-11-14 00:13,,Groceries - Online Delivery,211.63,0.00,475140.15
547,2020-11-14,2020-11-14 10:59,,Utilities - Electricity,344.66,0.00,474795.49
548,2020-11-14,2020-11-14 14:34,,Groceries - Supermarket,351.47,0.00,474444.02
549,2020-11-14,2020-11-14 16:06,,Fuel,147.45,0.00,474296.57
550,2020-11-15,2020-11-15 21:21,,Entertainment - Concerts,886.11,0.00,473410.46
551,2020-11-15,2020-11-15 16:05,,Groceries - Online Delivery,310.21,0.00,473100.25
552,2020-11-16,2020-11-16 00:55,,Utilities - Electricity,113.11,0.00,472987.14
553,2020-11-16,2020-11-16 01:51,,Loan EMI,1411.32,0.00,471575.82
554,2020-11-17,2020-11-17 04:15,,Investment Returns - Crypto,0.00,5328.67,476904.49
555,2020-11-17,2020-11-17 20:51,,Dining - Casual Restaurant,97.27,0.00,476807.22
556,2020-11-18,2020-11-18 13:05,,Groceries - Online Delivery,188.90,0.00,476618.32
557,2020-11-18,2020-11-18 11:34,,Investment Returns - Crypto,0.00,5422.88,482041.20
558,2020-11-18,2020-11-18 18:40,,Coffee Shop,25.99,0.00,482015.21
559,2020-11-19,2020-11-19 17:30,,Rental Income,0.00,4941.15,486956.36
560,2020-11-20,2020-11-20 13:21,,Rental Income,0.00,1638.89,488595.25
561,2020-11-21,2020-11-21 01:31,,Dining - Fine Dining,986.23,0.00,487609.02
562,2020-11-21,2020-11-21 02:37,,Investment - Stocks,7594.78,0.00,480014.24
563,2020-11-22,2020-11-22 12:41,,Coffee Shop,16.99,0.00,479997.25
564,2020-11-23,2020-11-23 12:29,,Dining - Casual Restaurant,219.81,0.00,479777.44
565,2020-11-23,2020-11-23 05:47,,Freelance Income,0.00,5588.44,485365.88
566,2020-11-24,2020-11-24 09:43,,Investment - Stocks,12117.71,0.00,473248.17
567,2020-11-25,2020-11-25 06:50,,Utilities - Electricity,375.39,0.00,472872.78
568,2020-11-25,2020-11-25 20:10,,Coffee Shop,22.21,0.00,472850.57
569,2020-11-25,2020-11-25 21:57,,Dining - Fine Dining,651.44,0.00,472199.13
570,2020-11-25,2020-11-25 22:00,,Groceries - Supermarket,153.99,0.00,472045.14
571,2020-11-26,2020-11-26 17:12,,Groceries - Online Delivery,222.13,0.00,471823.01
572,2020-11-27,2020-11-27 11:36,,Coffee Shop,13.76,0.00,471809.25
573,2020-11-28,2020-11-28 17:37,,Groceries - Supermarket,117.94,0.00,471691.31
574,2020-11-28,2020-11-28 04:30,,Utilities - Electricity,187.72,0.00,471503.59
575,2020-11-29,2020-11-29 13:41,,Dining - Casual Restaurant,292.26,0.00,471211.33
576,2020-11-30,2020-11-30 02:23,,Coffee Shop,12.53,0.00,471198.80
577,2020-12-01,2020-12-01 05:55,,Investment Returns - Stocks,0.00,15747.27,486946.07
578,2020-12-02,2020-12-02 23:50,,Rental Income,0.00,3759.81,490705.88
579,2020-12-02,2020-12-02 21:41,,Groceries - Online Delivery,412.05,0.00,490293.83
580,2020-12-03,2020-12-03 14:57,,Entertainment - Concerts,1225.93,0.00,489067.90
581,2020-12-05,2020-12-05 11:44,,Rental Income,0.00,8170.56,497238.46
582,2020-12-06,2020-12-06 17:29,,Utilities - Water,510.99,0.00,496727.47
583,2020-12-07,2020-12-07 19:49,,Investment Returns - Stocks,0.00,6107.51,502834.98
584,2020-12-07,2020-12-07 18:20,,Fuel,68.56,0.00,502766.42
585,2020-12-07,2020-12-07 20:28,,Dividends,0.00,442.36,503208.78
586,2020-12-07,2020-12-07 04:18,,Salary - Regular,0.00,13969.97,517178.75
587,2020-12-08,2020-12-08 14:24,,Rental Income,0.00,4929.05,522107.80
588,2020-12-09,2020-12-09 20:08,,Rental Income,0.00,3653.59,525761.39
589,2020-12-09,2020-12-09 00:43,,Entertainment - Movies,97.43,0.00,525663.96
590,2020-12-10,2020-12-10 08:14,,Dining - Casual Restaurant,238.46,0.00,525425.50
591,2020-12-11,2020-12-11 03:54,,Fuel,211.45,0.00,525214.05
592,2020-12-11,2020-12-11 20:28,,Fuel,96.70,0.00,525117.35
593,2020-12-11,2020-12-11 02:25,,Dining - Fine Dining,2077.10,0.00,523040.25
594,2020-12-11,2020-12-11 09:50,,Dining - Fine Dining,1294.58,0.00,521745.67
595,2020-12-12,2020-12-12 00:02,,Public Transport,1.91,0.00,521743.76
596,2020-12-13,2020-12-13 12:26,,Healthcare - Regular,174.98,0.00,521568.78
597,2020-12-13,2020-12-13 09:40,,Public Transport,28.36,0.00,521540.42
598,2020-12-14,2020-12-14 19:52,,Utilities - Water,237.55,0.00,521302.87
599,2020-12-16,2020-12-16 07:21,,Utilities - Water,178.30,0.00,521124.57
600,2020-12-17,2020-12-17 02:02,,Dining - Fine Dining,870.64,0.00,520253.93
601,2020-12-17,2020-12-17 00:06,,Groceries - Online Delivery,426.41,0.00,519827.52
602,2020-12-18,2020-12-18 14:48,,Public Transport,22.62,0.00,519804.90
603,2020-12-19,2020-12-19 16:37,,Freelance Income,0.00,4286.97,524091.87
604,2020-12-20,2020-12-20 07:21,,Dining - Casual Restaurant,645.78,0.00,523446.09
605,2020-12-20,2020-12-20 18:50,,Rental Income,0.00,4406.90,527852.99
606,2020-12-21,2020-12-21 19:36,,Salary - Regular,0.00,8933.69,536786.68
607,2020-12-21,2020-12-21 02:49,,Investment Returns - Crypto,0.00,3178.55,539965.23
608,2020-12-22,2020-12-22 06:39,,Dining - Casual Restaurant,404.17,0.00,539561.06
609,2020-12-22,2020-12-22 06:01,,Dining - Fine Dining,1530.56,0.00,538030.50
