Sr. No.,Value date,Transaction Date,Cheque Number,Transacting Remarks,Withdrawal Amount,Deposit Amount,Balance
363,2020-02-21,2020-02-21,,Dividend Received,0.00,488.24,160020.60
364,2020-02-21,2020-02-21,,Rental Income,0.00,1983.94,162004.54
365,2020-02-21,2020-02-22,,Online Transfer,384.65,0.00,161619.89
366,2020-02-21,2020-02-22,,Investment - SIP,323.41,0.00,161296.48
367,2020-02-23,2020-02-22,,Salary Credit,0.00,2740.76,164037.24
368,2020-02-22,2020-02-22,,Salary Credit,0.00,4607.60,168644.84
369,2020-02-23,2020-02-23,,Loan EMI,927.94,0.00,167716.90
370,2020-02-22,2020-02-23,,Utility Payment,150.26,0.00,167566.64
371,2020-02-22,2020-02-23,,Investment - Stocks,1329.67,0.00,166236.97
372,2020-02-23,2020-02-23,,Utility Payment,86.00,0.00,166150.97
373,2020-02-23,2020-02-23,,Groceries - Supermarket,159.10,0.00,165991.87
374,2020-02-23,2020-02-24,,Utility Payment,285.61,0.00,165706.26
375,2020-02-25,2020-02-24,,ATM Withdrawal,38.24,0.00,165668.02
376,2020-02-24,2020-02-24,,ATM Withdrawal,86.07,0.00,165581.95
377,2020-02-24,2020-02-24,,Online Transfer,1184.32,0.00,164397.63
378,2020-02-24,2020-02-24,,ATM Withdrawal,114.63,0.00,164283.00
379,2020-02-25,2020-02-25,,Credit Card Payment,544.32,0.00,163738.68
380,2020-02-25,2020-02-25,,ATM Withdrawal,212.19,0.00,163526.49
381,2020-02-26,2020-02-25,,Daily Essentials,7.09,0.00,163519.40
382,2020-02-25,2020-02-25,,Takeout,17.63,0.00,163501.77
383,2020-02-25,2020-02-25,,ATM Withdrawal,271.93,0.00,163229.84
384,2020-02-25,2020-02-25,,Transfer Received,0.00,1374.85,164604.69
385,2020-02-24,2020-02-25,,Interest Credited,0.00,38.29,164642.98
386,2020-02-26,2020-02-26,,Interest Credited,0.00,59.01,164701.99
387,2020-02-26,2020-02-26,,ATM Withdrawal,327.33,0.00,164374.66
388,2020-02-26,2020-02-26,,Transfer Received,0.00,2486.76,166861.42
389,2020-02-26,2020-02-26,,Salary Credit,0.00,2452.85,169314.27
390,2020-02-26,2020-02-26,,Daily Essentials,17.99,0.00,169296.28
391,2020-02-26,2020-02-26,,Salary Credit,0.00,4312.95,173609.23
392,2020-02-26,2020-02-27,,Utility Payment,158.47,0.00,173450.76
393,2020-02-27,2020-02-27,,Takeout,40.86,0.00,173409.90
394,2020-02-27,2020-02-27,,Credit Card Payment,816.48,0.00,172593.42
395,2020-02-27,2020-02-27,,Groceries - Online Delivery,128.57,0.00,172464.85
396,2020-02-27,2020-02-27,,ATM Withdrawal,236.42,0.00,172228.43
397,2020-02-26,2020-02-27,,Transfer Received,0.00,505.57,172734.00
398,2020-02-27,2020-02-27,,Transfer Received,0.00,2010.42,174744.42
399,2020-02-27,2020-02-27,,Transfer Received,0.00,1295.85,176040.27
400,2020-02-27,2020-02-27,,Credit Card Payment,910.77,0.00,175129.50
401,2020-02-27,2020-02-27,,Groceries - Online Delivery,109.74,0.00,175019.76
402,2020-02-27,2020-02-27,,Groceries - Supermarket,48.45,0.00,174971.31
403,2020-02-27,2020-02-27,,Daily Essentials,32.78,0.00,174938.53
404,2020-02-27,2020-02-27,,Groceries - Supermarket,184.24,0.00,174754.29
405,2020-02-28,2020-02-28,,ATM Withdrawal,451.58,0.00,174302.71
406,2020-02-28,2020-02-28,,Salary Credit,0.00,2288.71,176591.42
407,2020-02-28,2020-02-28,,Groceries - Supermarket,69.35,0.00,176522.07
408,2020-02-28,2020-02-28,,Online Transfer,1594.94,0.00,174927.13
409,2020-02-27,2020-02-28,,Dividend Received,0.00,139.31,175066.44
410,2020-02-28,2020-02-28,,Dining Out,86.82,0.00,174979.62
411,2020-02-28,2020-02-28,,Cash Deposit,0.00,923.88,175903.50
412,2020-02-27,2020-02-28,,Investment Returns,0.00,844.93,176748.43
413,2020-02-29,2020-02-29,,Transfer Received,0.00,591.09,177339.52
414,2020-02-29,2020-02-29,,Salary Credit,0.00,4729.72,182069.24
415,2020-02-29,2020-02-29,,Dining Out,68.07,0.00,182001.17
416,2020-03-01,2020-02-29,,Investment Returns,0.00,514.89,182516.06
417,2020-02-29,2020-02-29,,Groceries - Online Delivery,126.97,0.00,182389.09
418,2020-02-29,2020-02-29,,Online Transfer,161.36,0.00,182227.73
419,2020-03-02,2020-03-01,,Salary Credit,0.00,2572.90,184800.63
420,2020-03-01,2020-03-01,,Groceries - Supermarket,171.43,0.00,184629.20
421,2020-03-01,2020-03-01,,Online Transfer,639.34,0.00,183989.86
422,2020-03-02,2020-03-01,,Cash Deposit,0.00,149.61,184139.47
423,2020-03-01,2020-03-01,,Transfer Received,0.00,1327.45,185466.92
424,2020-03-01,2020-03-01,,Online Transfer,1428.13,0.00,184038.79
425,2020-03-01,2020-03-01,,Utility Payment,180.38,0.00,183858.41
426,2020-03-01,2020-03-01,,Salary Credit,0.00,4670.72,188529.13
427,2020-02-29,2020-03-01,,Groceries - Supermarket,173.02,0.00,188356.11
428,2020-03-01,2020-03-01,,Groceries - Online Delivery,77.34,0.00,188278.77
429,2020-03-02,2020-03-01,,Utility Payment,162.68,0.00,188116.09
430,2020-03-02,2020-03-01,,Credit Card Payment,980.24,0.00,187135.85
431,2020-03-02,2020-03-02,,Groceries - Online Delivery,64.87,0.00,187070.98
432,2020-03-02,2020-03-02,,Loan EMI,1145.29,0.00,185925.69
433,2020-03-01,2020-03-02,,Groceries - Supermarket,86.45,0.00,185839.24
434,2020-03-02,2020-03-02,,Salary Credit,0.00,4722.49,190561.73
435,2020-03-03,2020-03-03,,Transfer Received,0.00,630.31,191192.04
436,2020-03-03,2020-03-03,,Credit Card Payment,376.92,0.00,190815.12
437,2020-03-03,2020-03-03,,Takeout,29.30,0.00,190785.82
438,2020-03-03,2020-03-03,,Utility Payment,233.87,0.00,190551.95
439,2020-03-03,2020-03-03,,Transfer Received,0.00,2639.79,193191.74
440,2020-03-03,2020-03-03,,Online Transfer,1713.36,0.00,191478.38
441,2020-03-04,2020-03-04,,Transfer Received,0.00,810.35,192288.73
442,2020-03-04,2020-03-04,,Transfer Received,0.00,2783.21,195071.94
443,2020-03-04,2020-03-04,,Groceries - Supermarket,164.95,0.00,194906.99
444,2020-03-04,2020-03-04,,Transfer Received,0.00,608.81,195515.80
445,2020-03-04,2020-03-04,,Rental Income,0.00,1451.54,196967.34
446,2020-03-05,2020-03-05,,Groceries - Online Delivery,55.32,0.00,196912.02
447,2020-03-05,2020-03-05,,Transfer Received,0.00,1606.75,198518.77
448,2020-03-06,2020-03-05,,Investment - Mutual Funds,2826.76,0.00,195692.01
449,2020-03-05,2020-03-05,,Dividend Received,0.00,330.53,196022.54
450,2020-03-06,2020-03-05,,Transfer Received,0.00,1635.14,197657.68
451,2020-03-06,2020-03-06,,Salary Credit,0.00,3873.55,201531.23
452,2020-03-06,2020-03-06,,Transfer Received,0.00,901.27,202432.50
453,2020-03-06,2020-03-06,,Rental Income,0.00,1500.54,203933.04
454,2020-03-07,2020-03-06,,Investment - Stocks,4731.15,0.00,199201.89
455,2020-03-05,2020-03-06,,Interest Credited,0.00,19.08,199220.97
456,2020-03-07,2020-03-07,,Groceries - Supermarket,66.00,0.00,199154.97
457,2020-03-07,2020-03-07,,Dining Out,20.17,0.00,199134.80
458,2020-03-07,2020-03-07,,Rental Income,0.00,2774.29,201909.09
459,2020-03-07,2020-03-07,,Salary Credit,0.00,3164.39,205073.48
460,2020-03-06,2020-03-07,,Salary Credit,0.00,3177.51,208250.99
461,2020-03-07,2020-03-07,,Loan EMI,551.92,0.00,207699.07
462,2020-03-08,2020-03-08,,Transfer Received,0.00,2861.99,210561.06
463,2020-03-08,2020-03-08,,ATM Withdrawal,107.46,0.00,210453.60
464,2020-03-08,2020-03-08,,Online Transfer,1386.56,0.00,209067.04
465,2020-03-08,2020-03-08,,Groceries - Supermarket,130.59,0.00,208936.45
466,2020-03-08,2020-03-08,,Salary Credit,0.00,3993.65,212930.10
467,2020-03-08,2020-03-08,,ATM Withdrawal,60.06,0.00,212870.04
468,2020-03-08,2020-03-08,,Online Transfer,1286.06,0.00,211583.98
469,2020-03-10,2020-03-09,,Salary Credit,0.00,3184.05,214768.03
470,2020-03-10,2020-03-09,,Cash Deposit,0.00,294.02,215062.05
471,2020-03-10,2020-03-09,,Takeout,30.59,0.00,215031.46
472,2020-03-09,2020-03-09,,ATM Withdrawal,170.45,0.00,214861.01
473,2020-03-09,2020-03-09,,ATM Withdrawal,23.79,0.00,214837.22
474,2020-03-09,2020-03-09,,ATM Withdrawal,333.06,0.00,214504.16
475,2020-03-10,2020-03-10,,Groceries - Online Delivery,140.51,0.00,214363.65
476,2020-03-10,2020-03-10,,Utility Payment,294.35,0.00,214069.30
477,2020-03-10,2020-03-10,,Groceries - Supermarket,65.49,0.00,214003.81
478,2020-03-11,2020-03-11,,ATM Withdrawal,498.19,0.00,213505.62
479,2020-03-12,2020-03-11,,Groceries - Supermarket,48.27,0.00,213457.35
480,2020-03-11,2020-03-11,,Groceries - Online Delivery,104.93,0.00,213352.42
481,2020-03-11,2020-03-11,,Transfer Received,0.00,892.89,214245.31
482,2020-03-10,2020-03-11,,Transfer Received,0.00,1071.88,215317.19
483,2020-03-10,2020-03-11,,Transfer Received,0.00,1650.21,216967.40
484,2020-03-12,2020-03-11,,Groceries - Online Delivery,73.90,0.00,216893.50
485,2020-03-12,2020-03-12,100010,Cheque Issued,2537.55,0.00,214355.95
486,2020-03-13,2020-03-12,,Groceries - Supermarket,37.78,0.00,214318.17
487,2020-03-12,2020-03-12,,Dividend Received,0.00,325.16,214643.33
488,2020-03-11,2020-03-12,,Rental Income,0.00,1601.66,216244.99
489,2020-03-11,2020-03-12,,ATM Withdrawal,268.58,0.00,215976.41
490,2020-03-12,2020-03-12,,ATM Withdrawal,454.17,0.00,215522.24
491,2020-03-12,2020-03-12,,Salary Credit,0.00,3689.50,219211.74
492,2020-03-13,2020-03-12,,Credit Card Payment,768.14,0.00,218443.60
493,2020-03-12,2020-03-12,,Credit Card Payment,981.18,0.00,217462.42
494,2020-03-13,2020-03-13,,Online Transfer,1755.69,0.00,215706.73
495,2020-03-12,2020-03-13,,Online Transfer,1771.57,0.00,213935.16
496,2020-03-13,2020-03-13,,Salary Credit,0.00,4740.73,218675.89
497,2020-03-14,2020-03-13,,Transfer Received,0.00,1387.72,220063.61
498,2020-03-14,2020-03-13,,ATM Withdrawal,22.07,0.00,220041.54
499,2020-03-14,2020-03-13,,Transfer Received,0.00,1161.66,221203.20
500,2020-03-13,2020-03-13,,Transfer Received,0.00,946.36,222149.56
501,2020-03-13,2020-03-13,,Coffee Shop,5.22,0.00,222144.34
502,2020-03-14,2020-03-14,,Salary Credit,0.00,4101.41,226245.75
503,2020-03-15,2020-03-14,,Salary Credit,0.00,4521.84,230767.59
504,2020-03-13,2020-03-14,,Interest Credited,0.00,72.98,230840.57
505,2020-03-15,2020-03-14,,Investment Returns,0.00,950.04,231790.61
506,2020-03-14,2020-03-14,,Groceries - Supermarket,126.39,0.00,231664.22
507,2020-03-15,2020-03-15,,Utility Payment,88.62,0.00,231575.60
508,2020-03-16,2020-03-15,,Investment - SIP,350.02,0.00,231225.58
509,2020-03-15,2020-03-15,,Online Transfer,110.50,0.00,231115.08
510,2020-03-15,2020-03-15,,Dividend Received,0.00,229.81,231344.89
511,2020-03-15,2020-03-15,,Groceries - Supermarket,101.52,0.00,231243.37
512,2020-03-15,2020-03-16,,Dividend Received,0.00,323.08,231566.45
513,2020-03-16,2020-03-16,,Online Transfer,741.05,0.00,230825.40
514,2020-03-16,2020-03-16,,Dividend Received,0.00,452.90,231278.30
515,2020-03-16,2020-03-16,,ATM Withdrawal,32.63,0.00,231245.67
516,2020-03-16,2020-03-16,,Transfer Received,0.00,944.76,232190.43
517,2020-03-16,2020-03-16,,Investment - SIP,346.83,0.00,231843.60
518,2020-03-17,2020-03-16,,Groceries - Supermarket,199.72,0.00,231643.88
519,2020-03-16,2020-03-17,,Credit Card Payment,369.61,0.00,231274.27
520,2020-03-17,2020-03-17,100011,Cheque Issued,534.61,0.00,230739.66
521,2020-03-17,2020-03-17,,Transfer Received,0.00,2567.58,233307.24
522,2020-03-18,2020-03-17,,Daily Essentials,24.99,0.00,233282.25
523,2020-03-17,2020-03-17,,Investment - Mutual Funds,640.24,0.00,232642.01
524,2020-03-17,2020-03-17,,Salary Credit,0.00,2226.51,234868.52
525,2020-03-17,2020-03-17,,Dividend Received,0.00,328.94,235197.46
526,2020-03-18,2020-03-17,,Salary Credit,0.00,2603.11,237800.57
527,2020-03-16,2020-03-17,,Transfer Received,0.00,2770.64,240571.21
528,2020-03-17,2020-03-17,,Cash Deposit,0.00,810.21,241381.42
529,2020-03-17,2020-03-17,,Transfer Received,0.00,1307.77,242689.19
530,2020-03-17,2020-03-17,,Groceries - Supermarket,74.81,0.00,242614.38
531,2020-03-17,2020-03-17,,Investment - Mutual Funds,655.48,0.00,241958.90
532,2020-03-17,2020-03-17,,ATM Withdrawal,493.81,0.00,241465.09
533,2020-03-19,2020-03-18,,Groceries - Supermarket,68.82,0.00,241396.27
534,2020-03-17,2020-03-18,,Transfer Received,0.00,2526.43,243922.70
535,2020-03-17,2020-03-18,,Interest Credited,0.00,95.92,244018.62
536,2020-03-18,2020-03-18,,Online Transfer,1041.46,0.00,242977.16
537,2020-03-19,2020-03-18,,Daily Essentials,18.34,0.00,242958.82
538,2020-03-18,2020-03-18,,Groceries - Supermarket,126.92,0.00,242831.90
539,2020-03-17,2020-03-18,,Dividend Received,0.00,257.87,243089.77
540,2020-03-19,2020-03-19,,Credit Card Payment,795.73,0.00,242294.04
541,2020-03-19,2020-03-19,,Groceries - Supermarket,73.82,0.00,242220.22
542,2020-03-19,2020-03-19,,ATM Withdrawal,447.91,0.00,241772.31
543,2020-03-19,2020-03-19,,Transfer Received,0.00,1802.90,243575.21
544,2020-03-19,2020-03-19,,Dining Out,35.97,0.00,243539.24
545,2020-03-19,2020-03-19,,Groceries - Supermarket,112.86,0.00,243426.38
546,2020-03-20,2020-03-20,100012,Cheque Issued,2285.88,0.00,241140.50
547,2020-03-19,2020-03-20,,Investment - Mutual Funds,2124.21,0.00,239016.29
548,2020-03-20,2020-03-20,,Credit Card Payment,210.84,0.00,238805.45
549,2020-03-19,2020-03-20,,Credit Card Payment,384.51,0.00,238420.94
550,2020-03-20,2020-03-20,,Rental Income,0.00,1407.68,239828.62
551,2020-03-20,2020-03-20,,Transfer Received,0.00,1910.90,241739.52
552,2020-03-21,2020-03-20,,Interest Credited,0.00,41.42,241780.94
553,2020-03-21,2020-03-20,,Dividend Received,0.00,415.81,242196.75
554,2020-03-21,2020-03-21,,Groceries - Supermarket,94.41,0.00,242102.34
555,2020-03-21,2020-03-21,,Online Transfer,1230.51,0.00,240871.83
556,2020-03-21,2020-03-21,,Investment Returns,0.00,949.03,241820.86
557,2020-03-21,2020-03-21,,Groceries - Online Delivery,57.35,0.00,241763.51
558,2020-03-21,2020-03-21,,Loan EMI,1703.65,0.00,240059.86
559,2020-03-21,2020-03-21,,Groceries - Supermarket,146.89,0.00,239912.97
560,2020-03-22,2020-03-22,,Online Transfer,1644.96,0.00,238268.01
561,2020-03-22,2020-03-22,,Utility Payment,89.97,0.00,238178.04
562,2020-03-22,2020-03-22,,Online Transfer,1566.01,0.00,236612.03
563,2020-03-22,2020-03-22,100013,Cheque Issued,1859.27,0.00,234752.76
564,2020-03-23,2020-03-22,,ATM Withdrawal,20.07,0.00,234732.69
565,2020-03-22,2020-03-22,,Utility Payment,181.08,0.00,234551.61
566,2020-03-22,2020-03-22,,Rental Income,0.00,1691.37,236242.98
567,2020-03-23,2020-03-22,,Online Transfer,1044.02,0.00,235198.96
568,2020-03-23,2020-03-23,,Transfer Received,0.00,1581.57,236780.53
569,2020-03-23,2020-03-23,,Salary Credit,0.00,2579.81,239360.34
570,2020-03-23,2020-03-23,,Transfer Received,0.00,2057.35,241417.69
571,2020-03-23,2020-03-23,,Transfer Received,0.00,1030.35,242448.04
572,2020-03-23,2020-03-23,,Transfer Received,0.00,1302.40,243750.44
573,2020-03-22,2020-03-23,,Salary Credit,0.00,2313.54,246063.98
574,2020-03-23,2020-03-23,,Salary Credit,0.00,3147.76,249211.74
575,2020-03-23,2020-03-23,,Loan EMI,996.18,0.00,248215.56
576,2020-03-24,2020-03-24,,Salary Credit,0.00,3651.92,251867.48
577,2020-03-24,2020-03-24,,Interest Credited,0.00,21.23,251888.71
578,2020-03-25,2020-03-24,100014,Cheque Issued,952.02,0.00,250936.69
579,2020-03-24,2020-03-24,,Credit Card Payment,571.69,0.00,250365.00
580,2020-03-25,2020-03-24,,Investment - Mutual Funds,1372.20,0.00,248992.80
581,2020-03-23,2020-03-24,,Salary Credit,0.00,4088.42,253081.22
582,2020-03-24,2020-03-24,,Salary Credit,0.00,4998.17,258079.39
583,2020-03-23,2020-03-24,,Salary Credit,0.00,2617.52,260696.91
584,2020-03-25,2020-03-24,,Transfer Received,0.00,1355.11,262052.02
585,2020-03-26,2020-03-25,,Rental Income,0.00,2179.49,264231.51
586,2020-03-25,2020-03-25,,Rental Income,0.00,2688.81,266920.32
587,2020-03-25,2020-03-25,,Credit Card Payment,811.15,0.00,266109.17
588,2020-03-25,2020-03-25,,Cash Deposit,0.00,764.33,266873.50
589,2020-03-25,2020-03-25,,Salary Credit,0.00,4117.81,270991.31
590,2020-03-25,2020-03-25,,Investment - Stocks,2006.53,0.00,268984.78
591,2020-03-24,2020-03-25,,Credit Card Payment,690.83,0.00,268293.95
592,2020-03-26,2020-03-25,,Groceries - Supermarket,194.74,0.00,268099.21
593,2020-03-26,2020-03-26,,Groceries - Supermarket,156.78,0.00,267942.43
594,2020-03-26,2020-03-26,,Transfer Received,0.00,2760.57,270703.00
595,2020-03-26,2020-03-26,,ATM Withdrawal,88.41,0.00,270614.59
596,2020-03-26,2020-03-26,,Transfer Received,0.00,2396.37,273010.96
597,2020-03-26,2020-03-26,,Utility Payment,160.81,0.00,272850.15
598,2020-03-27,2020-03-27,,Utility Payment,294.90,0.00,272555.25
599,2020-03-27,2020-03-27,,Transfer Received,0.00,2282.11,274837.36
600,2020-03-26,2020-03-27,,Salary Credit,0.00,4635.59,279472.95
601,2020-03-27,2020-03-27,,ATM Withdrawal,420.07,0.00,279052.88
602,2020-03-28,2020-03-28,,Transfer Received,0.00,2895.66,281948.54
603,2020-03-29,2020-03-28,,Online Transfer,1536.03,0.00,280412.51
604,2020-03-29,2020-03-28,,Transfer Received,0.00,1342.86,281755.37
605,2020-03-29,2020-03-28,,Salary Credit,0.00,3705.14,285460.51
606,2020-03-27,2020-03-28,,Groceries - Online Delivery,68.65,0.00,285391.86
607,2020-03-30,2020-03-29,,ATM Withdrawal,293.78,0.00,285098.08
608,2020-03-30,2020-03-30,,Salary Credit,0.00,4079.16,289177.24
609,2020-03-30,2020-03-30,,Online Transfer,695.34,0.00,288481.90
610,2020-03-30,2020-03-30,,Transfer Received,0.00,2533.00,291014.90
611,2020-03-30,2020-03-30,,Loan EMI,916.60,0.00,290098.30
612,2020-03-30,2020-03-30,,Daily Essentials,47.40,0.00,290050.90
613,2020-03-31,2020-03-30,,ATM Withdrawal,284.39,0.00,289766.51
614,2020-03-30,2020-03-30,,Online Transfer,1350.06,0.00,288416.45
615,2020-03-30,2020-03-30,,Salary Credit,0.00,3447.05,291863.50
616,2020-03-31,2020-03-31,,Groceries - Online Delivery,57.52,0.00,291805.98
617,2020-03-31,2020-03-31,,Transfer Received,0.00,2652.73,294458.71
618,2020-03-30,2020-03-31,,Groceries - Supermarket,74.95,0.00,294383.76
619,2020-03-31,2020-03-31,,Dividend Received,0.00,140.82,294524.58
620,2020-03-31,2020-03-31,,Transfer Received,0.00,940.33,295464.91
621,2020-03-31,2020-03-31,,Transfer Received,0.00,1768.77,297233.68
622,2020-03-31,2020-03-31,,Credit Card Payment,992.88,0.00,296240.80
623,2020-03-30,2020-03-31,,Interest Credited,0.00,82.69,296323.49
624,2020-03-30,2020-03-31,,Groceries - Supermarket,53.74,0.00,296269.75
625,2020-03-31,2020-04-01,,Cash Deposit,0.00,818.95,297088.70
626,2020-04-01,2020-04-01,100015,Cheque Issued,2760.40,0.00,294328.30
627,2020-04-01,2020-04-01,,Interest Credited,0.00,90.45,294418.75
628,2020-04-01,2020-04-01,,Utility Payment,77.19,0.00,294341.56
629,2020-04-01,2020-04-01,,ATM Withdrawal,236.50,0.00,294105.06
630,2020-04-01,2020-04-01,,Salary Credit,0.00,3840.77,297945.83
631,2020-04-01,2020-04-01,,Cash Deposit,0.00,202.37,298148.20
632,2020-04-01,2020-04-01,,Interest Credited,0.00,45.34,298193.54
633,2020-03-31,2020-04-01,,Groceries - Supermarket,108.27,0.00,298085.27
634,2020-04-02,2020-04-02,,Investment Returns,0.00,593.15,298678.42
635,2020-04-01,2020-04-02,,Interest Credited,0.00,31.54,298709.96
636,2020-04-03,2020-04-02,,Transfer Received,0.00,2772.41,301482.37
637,2020-04-01,2020-04-02,,Takeout,34.22,0.00,301448.15
638,2020-04-02,2020-04-02,,ATM Withdrawal,434.40,0.00,301013.75
639,2020-04-02,2020-04-02,100016,Cheque Issued,1139.27,0.00,299874.48
640,2020-04-03,2020-04-03,,Investment Returns,0.00,587.82,300462.30
641,2020-04-03,2020-04-03,,Utility Payment,62.75,0.00,300399.55
642,2020-04-03,2020-04-03,,Transfer Received,0.00,672.75,301072.30
643,2020-04-03,2020-04-03,,Salary Credit,0.00,2433.80,303506.10
644,2020-04-03,2020-04-03,,Transfer Received,0.00,2020.18,305526.28
645,2020-04-03,2020-04-03,,Loan EMI,888.70,0.00,304637.58
646,2020-04-03,2020-04-03,,Utility Payment,99.03,0.00,304538.55
647,2020-04-03,2020-04-04,,ATM Withdrawal,43.06,0.00,304495.49
648,2020-04-04,2020-04-04,,Salary Credit,0.00,4669.30,309164.79
649,2020-04-04,2020-04-04,,Salary Credit,0.00,3924.40,313089.19
650,2020-04-03,2020-04-04,,Utility Payment,70.03,0.00,313019.16
651,2020-04-05,2020-04-05,,Online Transfer,1816.09,0.00,311203.07
652,2020-04-05,2020-04-05,,Transfer Received,0.00,1334.19,312537.26
653,2020-04-05,2020-04-05,,Transfer Received,0.00,1327.20,313864.46
654,2020-04-05,2020-04-05,,ATM Withdrawal,498.15,0.00,313366.31
655,2020-04-05,2020-04-05,,Utility Payment,222.43,0.00,313143.88
656,2020-04-04,2020-04-05,,Loan EMI,1823.06,0.00,311320.82
657,2020-04-05,2020-04-05,,Groceries - Supermarket,116.63,0.00,311204.19
658,2020-04-05,2020-04-05,,Groceries - Supermarket,173.08,0.00,311031.11
659,2020-04-04,2020-04-05,,Utility Payment,77.96,0.00,310953.15
660,2020-04-04,2020-04-05,100017,Cheque Issued,2688.45,0.00,308264.70
661,2020-04-06,2020-04-06,,Transfer Received,0.00,2263.54,310528.24
662,2020-04-07,2020-04-06,,Groceries - Supermarket,129.81,0.00,310398.43
663,2020-04-06,2020-04-06,,Dividend Received,0.00,400.31,310798.74
664,2020-04-06,2020-04-06,,Transfer Received,0.00,1389.44,312188.18
665,2020-04-06,2020-04-06,,Rental Income,0.00,1246.97,313435.15
666,2020-04-05,2020-04-06,,Salary Credit,0.00,2192.76,315627.91
667,2020-04-06,2020-04-06,,Groceries - Supermarket,144.15,0.00,315483.76
668,2020-04-07,2020-04-06,,Daily Essentials,5.14,0.00,315478.62
669,2020-04-08,2020-04-07,,Investment - SIP,952.36,0.00,314526.26
670,2020-04-07,2020-04-07,,Interest Credited,0.00,44.25,314570.51
671,2020-04-07,2020-04-07,,Salary Credit,0.00,4829.34,319399.85
672,2020-04-07,2020-04-07,,Groceries - Supermarket,31.81,0.00,319368.04
673,2020-04-07,2020-04-07,,Groceries - Supermarket,123.00,0.00,319245.04
674,2020-04-07,2020-04-08,,Credit Card Payment,806.18,0.00,318438.86
675,2020-04-07,2020-04-08,,Transfer Received,0.00,1947.39,320386.25
676,2020-04-09,2020-04-08,,ATM Withdrawal,468.75,0.00,319917.50
677,2020-04-09,2020-04-08,,Transfer Received,0.00,1539.54,321457.04
678,2020-04-07,2020-04-08,,Online Transfer,753.22,0.00,320703.82
679,2020-04-08,2020-04-08,100018,Cheque Issued,692.64,0.00,320011.18
680,2020-04-09,2020-04-08,,Investment - Mutual Funds,754.22,0.00,319256.96
681,2020-04-08,2020-04-08,,Salary Credit,0.00,3143.75,322400.71
682,2020-04-09,2020-04-08,,ATM Withdrawal,198.82,0.00,322201.89
